sample_id,chip_path,mask_path,has_slick,slick_pixel_count,slick_sq_km,region
ZEN-SAR-0079,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0079.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0079.npy,1,915,0.0915,Mumbai High Arabian Sea
ZEN-SAR-0080,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0080.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0080.npy,1,585,0.0585,Mumbai High Arabian Sea
ZEN-SAR-0081,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0081.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0081.npy,0,0,0.0,Mumbai High Arabian Sea
ZEN-SAR-0082,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0082.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0082.npy,1,993,0.0993,Mumbai High Arabian Sea
ZEN-SAR-0083,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0083.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0083.npy,1,1125,0.1125,Mumbai High Arabian Sea
ZEN-SAR-0084,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0084.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0084.npy,1,589,0.0589,Mumbai High Arabian Sea
ZEN-SAR-0085,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0085.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0085.npy,0,0,0.0,Mumbai High Arabian Sea
ZEN-SAR-0086,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0086.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0086.npy,1,1137,0.1137,Mumbai High Arabian Sea
ZEN-SAR-0087,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0087.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0087.npy,1,1541,0.1541,Mumbai High Arabian Sea
ZEN-SAR-0088,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0088.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0088.npy,0,0,0.0,Mumbai High Arabian Sea
ZEN-SAR-0089,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0089.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0089.npy,0,0,0.0,Mumbai High Arabian Sea
ZEN-SAR-0090,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0090.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0090.npy,0,0,0.0,Mumbai High Arabian Sea
ZEN-SAR-0091,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0091.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0091.npy,0,0,0.0,Mumbai High Arabian Sea
ZEN-SAR-0092,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0092.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0092.npy,0,0,0.0,Mumbai High Arabian Sea
ZEN-SAR-0093,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0093.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0093.npy,1,1545,0.1545,Mumbai High Arabian Sea
ZEN-SAR-0094,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0094.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0094.npy,1,1697,0.1697,Mumbai High Arabian Sea
ZEN-SAR-0095,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0095.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0095.npy,0,0,0.0,Mumbai High Arabian Sea
ZEN-SAR-0096,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0096.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0096.npy,1,445,0.0445,Mumbai High Arabian Sea
ZEN-SAR-0097,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0097.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0097.npy,1,1017,0.1017,Mumbai High Arabian Sea
ZEN-SAR-0098,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0098.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0098.npy,1,1599,0.1599,Mumbai High Arabian Sea
ZEN-SAR-0099,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\sar_chips\sar_chip_0099.npy,C:\Users\ADMIN\OneDrive\Desktop\vijayasree\SIH2026\gaganacaksuh_prototype\dataset_storage\masks\mask_0099.npy,0,0,0.0,Mumbai High Arabian Sea
