mmsi,vessel_name,vessel_type,base_datetime,lat,lon,sog,cog,heading,is_anomaly,anomaly_type
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 16:00:00,19.964662,73.846361,12.53,67.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 16:05:00,19.971617,73.862648,12.13,65.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 16:10:00,19.978679,73.879186,12.32,65.1,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 16:15:00,19.985176,73.894403,11.33,65.6,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 16:20:00,19.992148,73.910731,12.16,67.9,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 16:25:00,19.998697,73.926069,11.42,65.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 16:30:00,20.005558,73.942142,11.97,63.4,65.6,0,NORMAL
419088421,MT OCEAN PRIDE,Tanker - Crude,2026-09-04 16:35:00,20.012549,73.958517,12.2,67.1,65.6,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:00:00,18.991591,71.147631,12.88,45.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:05:00,19.003819,71.161004,12.68,45.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:10:00,19.015954,71.174276,12.59,44.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:15:00,19.028026,71.187481,12.52,50.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:20:00,19.040574,71.201207,13.01,44.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:25:00,19.05319,71.215009,13.09,45.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:30:00,19.065639,71.228629,12.91,47.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:35:00,19.078465,71.242663,13.3,45.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:40:00,19.090777,71.256135,12.77,45.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:45:00,19.102423,71.26888,12.08,43.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:50:00,19.115485,71.283174,13.55,49.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 00:55:00,19.127923,71.296787,12.9,47.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:00:00,19.140577,71.310637,13.12,52.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:05:00,19.153542,71.32483,13.45,45.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:10:00,19.165708,71.338148,12.62,42.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:15:00,19.17832,71.351957,13.08,44.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:20:00,19.190306,71.36508,12.43,44.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:25:00,19.202423,71.378347,12.57,49.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:30:00,19.215297,71.392445,13.35,46.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:35:00,19.228402,71.406797,13.59,46.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:40:00,19.240603,71.420161,12.66,49.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:45:00,19.253345,71.434117,13.22,44.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:50:00,19.265806,71.447766,12.92,44.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 01:55:00,19.277807,71.460913,12.45,47.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:00:00,19.291077,71.475451,13.76,43.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:05:00,19.303828,71.489422,13.23,44.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:10:00,19.316174,71.50295,12.81,44.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:15:00,19.328375,71.51632,12.65,46.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:20:00,19.340589,71.529705,12.67,46.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:25:00,19.353103,71.543421,12.98,45.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:30:00,19.365287,71.556775,12.64,44.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:35:00,19.378112,71.570834,13.3,47.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:40:00,19.390269,71.584161,12.61,46.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:45:00,19.403093,71.59822,13.3,42.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:50:00,19.415837,71.612192,13.22,44.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 02:55:00,19.428591,71.626176,13.23,44.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:00:00,19.440429,71.639158,12.28,42.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:05:00,19.452981,71.652923,13.02,46.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:10:00,19.465167,71.666287,12.64,47.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:15:00,19.47706,71.679332,12.34,45.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:20:00,19.489127,71.692568,12.52,44.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:25:00,19.501679,71.706338,13.02,44.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:30:00,19.514065,71.719926,12.85,48.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:35:00,19.526376,71.733434,12.77,47.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:40:00,19.538475,71.746708,12.55,47.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:45:00,19.551565,71.761072,13.58,41.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:50:00,19.563791,71.77449,12.68,47.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 03:55:00,19.576247,71.78816,12.92,46.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:00:00,19.588548,71.801661,12.76,46.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:05:00,19.601022,71.815354,12.94,48.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:10:00,19.613654,71.829221,13.1,46.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:15:00,19.626029,71.842806,12.84,45.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:20:00,19.638396,71.856385,12.83,46.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:25:00,19.650768,71.869969,12.83,46.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:30:00,19.664103,71.884611,13.83,47.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:35:00,19.676511,71.898238,12.87,48.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:40:00,19.688887,71.91183,12.84,42.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:45:00,19.701033,71.92517,12.6,42.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:50:00,19.713431,71.938789,12.86,46.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 04:55:00,19.726612,71.953268,13.67,46.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:00:00,19.739061,71.966945,12.91,47.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:05:00,19.750742,71.979779,12.12,46.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:10:00,19.763574,71.993878,13.31,43.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:15:00,19.776549,72.008136,13.46,46.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:20:00,19.788923,72.021734,12.83,47.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:25:00,19.802332,72.036472,13.91,46.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:30:00,19.814962,72.050354,13.1,45.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:35:00,19.827168,72.063771,12.66,47.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:40:00,19.839372,72.077187,12.66,46.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:45:00,19.851722,72.090764,12.81,47.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:50:00,19.864385,72.104686,13.13,48.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 05:55:00,19.876722,72.118252,12.8,45.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:00:00,19.888878,72.13162,12.61,45.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:05:00,19.901558,72.145564,13.15,47.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:10:00,19.913736,72.158958,12.63,47.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:15:00,19.926793,72.173319,13.54,46.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:20:00,19.940051,72.187902,13.75,44.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:25:00,19.952105,72.201163,12.5,42.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:30:00,19.965216,72.215587,13.6,47.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:35:00,19.977729,72.229354,12.98,46.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:40:00,19.989828,72.242668,12.55,50.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:45:00,20.084344,72.332289,44.63,46.5,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:50:00,20.201984,72.439197,45.07,49.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 06:55:00,20.279469,72.520311,43.31,48.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:00:00,20.356308,72.591774,46.34,44.0,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:05:00,20.437775,72.645975,45.49,43.4,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:10:00,20.512583,72.695912,46.5,45.5,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:15:00,20.591497,72.771293,41.26,47.4,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:20:00,20.666119,72.829163,45.85,51.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:25:00,20.745637,72.913124,44.52,45.7,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:30:00,20.824982,72.982256,43.84,44.6,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:35:00,20.935062,73.009236,44.19,48.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:40:00,21.008208,73.081808,42.01,43.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:45:00,21.123253,73.180521,43.17,48.6,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:50:00,21.192763,73.270309,43.15,43.6,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 07:55:00,21.265266,73.364528,44.21,46.9,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:00:00,21.323645,73.456846,45.89,47.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:05:00,21.378623,73.555327,44.89,45.7,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:10:00,21.444536,73.607158,45.76,42.9,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:15:00,21.559632,73.645519,42.96,49.4,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:20:00,21.628733,73.733502,44.38,46.0,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:25:00,21.71174,73.80623,44.64,45.9,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:30:00,21.764776,73.901095,42.45,46.4,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:35:00,21.851727,73.9703,44.52,44.5,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:40:00,21.939893,74.016248,43.33,48.1,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:45:00,22.039546,74.129558,44.81,48.1,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:50:00,22.10705,74.210079,42.96,47.1,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 08:55:00,22.171942,74.277849,44.72,43.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:00:00,22.232425,74.378922,42.88,44.1,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:05:00,22.316122,74.441755,45.09,47.4,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:10:00,22.447323,74.519834,44.65,48.3,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:15:00,22.562739,74.587294,44.46,49.7,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:20:00,22.655387,74.686745,43.83,47.3,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:25:00,22.730437,74.765257,43.63,47.3,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:30:00,22.818041,74.857468,42.9,47.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:35:00,22.907225,74.936065,45.5,42.7,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:40:00,22.992656,74.99053,44.75,43.9,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:45:00,23.086286,75.071096,44.45,46.1,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:50:00,23.168209,75.141851,43.88,45.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 09:55:00,23.238634,75.246966,44.77,44.2,46.0,1,GPS_SPOOFING_VELOCITY_VIOLATION
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:00:00,23.251096,75.260991,12.93,45.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:05:00,23.264188,75.275727,13.58,46.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:10:00,23.27712,75.290285,13.41,43.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:15:00,23.289757,75.304511,13.11,47.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:20:00,23.302322,75.318659,13.03,48.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:25:00,23.314657,75.332548,12.79,48.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:30:00,23.328077,75.347661,13.92,45.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:35:00,23.34044,75.361583,12.82,48.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:40:00,23.353583,75.376387,13.63,45.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:45:00,23.365955,75.390323,12.83,45.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:50:00,23.37797,75.403859,12.46,44.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 10:55:00,23.390117,75.417544,12.6,44.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:00:00,23.402638,75.431651,12.99,46.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:05:00,23.41577,75.446449,13.62,44.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:10:00,23.428683,75.461002,13.39,45.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:15:00,23.441198,75.475107,12.98,47.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:20:00,23.453299,75.488747,12.55,46.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:25:00,23.465897,75.502949,13.07,47.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:30:00,23.478543,75.517206,13.12,50.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:35:00,23.490831,75.53106,12.74,45.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:40:00,23.503125,75.544923,12.75,44.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:45:00,23.515413,75.55878,12.75,48.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:50:00,23.528495,75.573534,13.57,44.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 11:55:00,23.540708,75.58731,12.67,47.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:00:00,23.553029,75.601208,12.78,47.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:05:00,23.565641,75.615436,13.08,43.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:10:00,23.578772,75.630251,13.62,49.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:15:00,23.591069,75.644127,12.75,45.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:20:00,23.603714,75.658396,13.11,46.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:25:00,23.616502,75.672828,13.26,50.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:30:00,23.628967,75.686898,12.93,44.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:35:00,23.640969,75.700446,12.45,44.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:40:00,23.653491,75.714581,12.99,49.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:45:00,23.665825,75.728506,12.79,46.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:50:00,23.678353,75.742652,12.99,48.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 12:55:00,23.691861,75.757906,14.01,45.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:00:00,23.704207,75.771848,12.8,48.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:05:00,23.717004,75.786301,13.27,49.7,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:10:00,23.729763,75.800713,13.23,45.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:15:00,23.742525,75.81513,13.24,48.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:20:00,23.755375,75.829648,13.33,47.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:25:00,23.76832,75.844275,13.43,48.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:30:00,23.781387,75.859041,13.55,47.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:35:00,23.793857,75.873133,12.93,46.3,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:40:00,23.806856,75.887825,13.48,44.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:45:00,23.819532,75.902153,13.15,45.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:50:00,23.832078,75.916335,13.01,48.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 13:55:00,23.844685,75.930588,13.08,46.1,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:00:00,23.856695,75.944167,12.46,47.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:05:00,23.869478,75.958621,13.26,50.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:10:00,23.881893,75.972662,12.88,46.5,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:15:00,23.894523,75.986946,13.1,49.2,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:20:00,23.907021,76.001082,12.96,46.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:25:00,23.919789,76.015526,13.24,46.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:30:00,23.932151,76.029511,12.82,46.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:35:00,23.945099,76.044161,13.43,44.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:40:00,23.957684,76.058401,13.05,44.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:45:00,23.970679,76.073107,13.48,43.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:50:00,23.982997,76.087049,12.78,46.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 14:55:00,23.996135,76.101919,13.63,45.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 15:00:00,24.008455,76.115865,12.78,49.8,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 15:05:00,24.020431,76.129422,12.42,41.6,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 15:10:00,24.033134,76.143806,13.18,45.0,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 15:15:00,24.045275,76.157552,12.59,47.4,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 15:20:00,24.057903,76.171852,13.1,44.9,46.0,0,NORMAL
419001982,MV PHANTOM STAR,Chemical Tanker,2026-09-04 15:25:00,24.069943,76.185488,12.49,47.8,46.0,0,NORMAL
